timestamp_c,frame.number,frame.len,frame.protocols,wlan.duration,wlan.ra,wlan.ta,wlan.da,wlan.sa,wlan.bssid,wlan.frag,wlan.seq,llc.type,ip.hdr_len,ip.len,ip.id,ip.flags,ip.ttl,ip.proto,ip.src,ip.dst,tcp.srcport,tcp.dstport,tcp.seq_raw,tcp.ack_raw,tcp.hdr_len,tcp.flags,tcp.window_size,tcp.options,udp.srcport,udp.dstport,udp.length,data.data,data.len,wlan.fc.type,wlan.fc.subtype,time_since_last_packet,class,class_raw
27406.3855,3749,26,0,314,0,1,0,1,0,0,1538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.003543,replay,Replay
27406.38776,3750,26,0,314,1,0,1,0,0,0,1539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.002256,replay,Replay
27406.39207,3751,26,0,314,0,1,0,1,0,0,1540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.004312,replay,Replay
27406.39443,3752,26,0,314,1,0,1,0,0,0,1541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.00236,replay,Replay
27406.39679,3753,26,0,314,0,1,0,1,0,0,1542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.002357,replay,Replay
27406.39902,3754,26,0,314,1,0,1,0,0,0,1543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.002235,replay,Replay
27406.40236,3755,26,0,314,0,1,0,1,0,0,1544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.003337,replay,Replay
27406.40447,3756,26,0,314,1,0,1,0,0,0,1545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.002112,replay,Replay
27406.40778,3757,26,0,314,0,1,0,1,0,0,1546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.003311,replay,Replay
27406.40995,3758,26,0,314,1,0,1,0,0,0,1547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.002169,replay,Replay
27406.41629,3759,26,0,314,1,0,1,0,0,0,1549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.006337,replay,Replay
27406.41962,3760,26,0,314,0,1,0,1,0,0,1550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.003332,replay,Replay
27406.42184,3761,26,0,314,1,0,1,0,0,0,1551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.002217,replay,Replay
27406.42629,3762,26,0,314,0,1,0,1,0,0,1552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.00445,replay,Replay
27406.42739,3763,26,0,314,1,0,1,0,0,0,1553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.001107,replay,Replay
27406.43261,3764,26,0,314,0,1,0,1,0,0,1554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.005213,replay,Replay
27406.43324,3765,26,0,314,1,0,1,0,0,0,1555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.000635,replay,Replay
27406.43624,3766,26,0,314,0,1,0,1,0,0,1556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.003002,replay,Replay
27406.45127,3767,26,0,314,0,1,0,1,0,0,1558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.015025,replay,Replay
27406.4519,3768,26,0,314,1,0,1,0,0,0,1559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.000633,replay,Replay
27406.45245,3769,26,0,314,0,1,0,1,0,0,1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.000549,replay,Replay
27406.45307,3770,26,0,314,1,0,1,0,0,0,1561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.000625,replay,Replay
27406.45375,3771,26,0,314,0,1,0,1,0,0,1562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.000678,replay,Replay
27406.45507,3772,26,0,314,1,0,1,0,0,0,1563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.00132,replay,Replay
27406.4584,3773,26,0,314,0,1,0,1,0,0,1564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.003332,replay,Replay
27406.46056,3774,26,0,314,1,0,1,0,0,0,1565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.002152,replay,Replay
27406.46391,3775,26,0,314,0,1,0,1,0,0,1566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.003355,replay,Replay
27406.46605,3776,26,0,314,1,0,1,0,0,0,1567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.002135,replay,Replay
27406.46947,3777,26,0,314,0,1,0,1,0,0,1568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.003427,replay,Replay
27406.47171,3778,26,0,314,1,0,1,0,0,0,1569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.002233,replay,Replay
27406.47505,3779,26,0,314,0,1,0,1,0,0,1570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.003348,replay,Replay
27406.47721,3780,26,0,314,1,0,1,0,0,0,1571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.002159,replay,Replay
27406.48068,3781,26,0,314,0,1,0,1,0,0,1572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.00347,replay,Replay
27406.48291,3782,26,0,314,1,0,1,0,0,0,1573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.002223,replay,Replay
27406.48714,3783,26,0,314,0,1,0,1,0,0,1574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.00423,replay,Replay
27406.48949,3784,26,0,314,1,0,1,0,0,0,1575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.002352,replay,Replay
27406.77886,3788,86,2,44,1,0,1,0,0,0,51,2048,20,52,63680,64,128,6,2,4,62685,53,1238313117,0,32,2,64240,1,0,0,0,0,0,2,8,0.289372,replay,Replay
27406.78978,3790,64,3,44,0,1,0,1,0,0,616,2048,20,30,800,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8889,10,115,2,2,8,0.010916,replay,Replay
27406.79394,3792,26,0,60,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0.004164,replay,Replay
27406.79397,3794,86,2,44,1,0,1,0,0,0,52,2048,20,52,41116,64,128,6,2,5,55442,53,699330483,0,32,2,64240,1,0,0,0,0,0,2,8,3.00E-05,replay,Replay
27406.82485,3796,86,2,44,1,0,1,0,0,0,53,2048,20,52,63681,64,128,6,2,4,55900,53,666706681,0,32,2,64240,1,0,0,0,0,0,2,8,0.030883,replay,Replay
27406.83938,3798,86,2,44,1,0,1,0,0,0,54,2048,20,52,41117,64,128,6,2,5,60536,53,3026798509,0,32,2,64240,1,0,0,0,0,0,2,8,0.014528,replay,Replay
27406.84185,3800,86,2,44,1,0,1,0,0,0,54,2048,20,52,41117,64,128,6,2,5,60536,53,3026798509,0,32,2,64240,1,0,0,0,0,0,2,8,0.002467,replay,Replay
27406.84207,3801,86,2,44,1,0,1,0,0,0,54,2048,20,52,41117,64,128,6,2,5,60536,53,3026798509,0,32,2,64240,1,0,0,0,0,0,2,8,0.000218,replay,Replay
27406.84337,3802,86,2,44,1,0,1,0,0,0,54,2048,20,52,41117,64,128,6,2,5,60536,53,3026798509,0,32,2,64240,1,0,0,0,0,0,2,8,0.0013,replay,Replay
27406.84464,3803,86,2,48,1,0,1,0,0,0,54,2048,20,52,41117,64,128,6,2,5,60536,53,3026798509,0,32,2,64240,1,0,0,0,0,0,2,8,0.001272,replay,Replay
27406.84478,3805,229,3,44,0,1,0,1,0,0,617,2048,20,195,801,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,175,80,167,2,8,0.000138,replay,Replay
27406.89653,3807,26,0,60,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0.051758,replay,Replay
27406.91618,3809,86,2,44,1,0,1,0,0,0,55,2048,20,52,41118,64,128,6,2,5,55287,53,1861840870,0,32,2,64240,1,0,0,0,0,0,2,8,0.019642,replay,Replay
27406.94526,3811,229,3,44,0,1,0,1,0,0,618,2048,20,195,802,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,175,81,167,2,8,0.02908,replay,Replay
27406.96392,3815,86,2,44,1,0,1,0,0,0,57,2048,20,52,63682,64,128,6,2,4,49688,53,3335844461,0,32,2,64240,1,0,0,0,0,0,2,8,0.018665,replay,Replay
27406.99394,3819,86,2,44,1,0,1,0,0,0,59,2048,20,52,41119,64,128,6,2,5,53572,53,234868205,0,32,2,64240,1,0,0,0,0,0,2,8,0.030016,replay,Replay
27406.99918,3821,26,0,60,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0.005242,replay,Replay
27407.02424,3823,86,2,44,1,0,1,0,0,0,60,2048,20,52,63683,64,128,6,2,4,63601,53,3338809713,0,32,2,64240,1,0,0,0,0,0,2,8,0.025056,replay,Replay
27407.04703,3825,228,3,44,0,1,0,1,0,0,619,2048,20,194,803,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,174,78,166,2,8,0.022797,replay,Replay
27407.05384,3827,86,2,44,1,0,1,0,0,0,61,2048,20,52,41120,64,128,6,2,5,50645,53,3245265912,0,32,2,64240,1,0,0,0,0,0,2,8,0.006807,replay,Replay
27407.05387,3829,86,2,44,1,0,1,0,0,0,62,2048,20,52,63684,64,128,6,2,4,49633,53,546028020,0,32,2,64240,1,0,0,0,0,0,2,8,2.80E-05,replay,Replay
27407.11291,3833,26,0,60,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0.059039,replay,Replay
27407.12538,3835,86,2,44,1,0,1,0,0,0,63,2048,20,52,41121,64,128,6,2,5,52687,53,522541751,0,32,2,64240,1,0,0,0,0,0,2,8,0.012469,replay,Replay
