timestamp_p,height,x_speed,y_speed,z_speed,pitch,roll,yaw,temperature,distance,barometer,flight_time,battery,mp_distance_x,mp_distance_y,mp_distance_z,class,class_raw
22633.07153,60,2,-1,0,-1,-1,0,63,79,13955,26,84,-26,-2,79,dos,DoS
22633.60267,60,1,0,0,2,3,0,63,79,13966,26,84,-14,0,80,dos,DoS
22634.11431,60,0,0,0,-1,0,0,63,79,13958,27,84,-8,0,80,dos,DoS
22634.64291,60,0,0,0,0,0,0,64,79,13966,27,84,-5,-2,81,dos,DoS
22635.16851,60,0,0,0,0,0,0,64,79,13963,28,84,-3,-6,81,dos,DoS
22635.69871,60,0,0,0,0,-1,0,63,80,13966,28,84,-2,-10,81,dos,DoS
22636.22742,60,4,0,0,-5,0,0,63,81,13961,29,84,1,-14,82,dos,DoS
22636.77533,60,2,0,0,-1,-1,0,63,81,13960,30,84,27,-24,81,dos,DoS
22637.30355,60,2,0,0,-1,-1,0,63,81,13965,30,84,29,-28,85,dos,DoS
22637.83209,60,2,0,0,-1,-1,0,64,81,13963,31,84,38,-42,80,dos,DoS
22638.34967,60,2,-1,0,0,0,0,64,81,13965,31,84,-28,-7,85,dos,DoS
22638.88057,60,0,0,0,0,0,0,64,81,13968,32,84,-17,-6,85,dos,DoS
22639.4371,60,1,0,0,0,0,0,64,81,13965,32,84,-14,-14,84,dos,DoS
22639.96632,60,1,0,0,0,-1,0,64,81,13969,32,84,-6,-13,84,dos,DoS
22640.48666,60,1,0,0,0,-1,0,64,81,13969,32,84,-6,-13,84,dos,DoS
22641.00557,60,1,0,0,0,-1,0,64,81,13969,32,84,-6,-13,84,dos,DoS
22641.52518,60,1,0,0,0,-1,0,64,81,13969,32,84,-6,-13,84,dos,DoS
22642.05234,60,0,0,0,0,0,0,64,80,13972,35,84,4,-10,82,dos,DoS
22642.58244,60,0,0,0,0,-1,0,64,81,13975,35,84,5,-14,83,dos,DoS
22643.11503,60,0,0,0,0,0,0,64,82,13966,36,84,9,-17,82,dos,DoS
22643.64162,60,0,0,0,0,0,0,64,82,13971,36,84,9,-18,83,dos,DoS
22644.18428,60,0,0,0,0,0,0,64,82,13972,37,84,8,-19,84,dos,DoS
22644.71556,60,0,0,0,0,0,0,64,82,13974,37,84,4,-20,84,dos,DoS
22645.24715,60,0,0,0,0,0,0,64,83,13976,38,84,9,-20,84,dos,DoS
22645.7787,60,0,0,0,0,0,0,64,82,13969,39,84,9,-20,83,dos,DoS
22646.32205,60,0,-1,0,0,-2,0,64,82,13966,39,84,9,-21,83,dos,DoS
22646.84828,60,0,-1,0,0,0,0,64,81,13972,40,84,6,-14,84,dos,DoS
22647.37614,60,0,-1,0,-1,0,0,64,81,13969,40,84,4,-8,83,dos,DoS
22647.90423,60,0,0,0,0,0,0,64,80,13972,41,84,3,-5,82,dos,DoS
22648.42073,60,0,0,0,0,0,1,64,79,13972,41,84,4,-5,81,dos,DoS
22648.94653,60,0,0,0,0,0,45,64,80,13978,42,84,9,-11,82,dos,DoS
22649.47215,60,0,0,0,0,0,75,64,81,13974,42,84,18,-17,80,dos,DoS
22649.97864,60,0,0,0,0,0,106,65,80,13977,43,84,17,-23,80,dos,DoS
22650.50464,60,0,0,0,0,0,136,65,79,13974,43,84,27,-27,73,dos,DoS
22651.0236,60,0,0,0,0,1,167,65,79,13972,44,84,15,-31,77,dos,DoS
22651.53768,60,0,0,0,0,0,176,65,80,13981,44,84,10,-27,79,dos,DoS
22652.06563,60,0,0,0,0,0,178,63,81,13977,45,84,9,-20,82,dos,DoS
22652.59522,60,0,0,0,0,0,178,63,82,13981,45,84,8,-17,83,dos,DoS
22653.12534,60,0,0,0,0,0,178,64,81,13977,46,84,7,-15,83,dos,DoS
22653.63797,60,-4,0,0,-6,0,178,64,82,13978,46,84,5,-15,82,dos,DoS
22654.14718,60,-2,0,0,0,0,178,64,80,13978,47,84,-11,-8,83,dos,DoS
22654.67782,60,-2,0,0,0,0,178,64,80,13975,47,84,-25,-3,82,dos,DoS
22655.20697,60,-2,0,0,-1,0,178,65,79,13986,48,84,-39,1,83,dos,DoS
22655.76399,60,-2,0,0,0,1,178,65,78,13978,49,84,-14,-9,98,dos,DoS
22656.29359,60,0,0,0,1,-4,178,65,77,13974,49,84,-14,-9,98,dos,DoS
22656.82023,60,0,0,0,0,0,178,65,76,13972,50,84,-14,-9,98,dos,DoS
22657.35134,60,0,0,0,0,0,178,65,77,13972,50,84,-14,-9,98,dos,DoS
22657.88071,60,0,0,0,0,0,178,65,77,13972,50,84,-14,-9,98,dos,DoS
22658.38875,60,1,0,0,-1,0,178,65,79,13978,51,84,-42,17,80,dos,DoS
22658.91833,60,0,0,0,0,0,178,65,79,13972,52,84,-39,21,78,dos,DoS
22659.44393,60,0,0,0,0,-1,178,65,80,13977,52,84,-32,33,77,dos,DoS
22659.9835,60,-3,0,0,-8,0,178,65,80,13977,53,84,-40,31,76,dos,DoS
22660.49467,60,-2,0,0,0,0,178,65,79,13969,53,84,15,-6,96,dos,DoS
22661.00659,60,-2,0,0,-1,0,178,65,79,13974,54,84,19,14,88,dos,DoS
22661.53421,60,-2,0,0,-1,-2,178,65,78,13969,54,84,14,23,82,dos,DoS
22662.07678,60,-2,1,0,0,-1,178,64,77,13966,55,84,-5,25,79,dos,DoS
22662.59768,60,0,2,0,2,0,178,64,75,13974,55,84,-18,22,75,dos,DoS
22663.12188,60,0,0,0,0,0,178,65,76,13971,56,84,-19,20,75,dos,DoS
22663.64236,60,1,1,0,0,0,178,65,78,13965,56,84,-19,21,75,dos,DoS
22664.16847,60,1,1,0,0,-1,178,66,79,13972,57,83,-8,11,80,dos,DoS
22664.6891,60,0,1,0,-1,-1,178,66,79,13972,57,83,-3,8,81,dos,DoS
22665.24609,60,0,1,0,0,-1,178,65,77,13966,58,83,-2,4,80,dos,DoS
22665.75748,60,0,1,0,0,-1,178,65,78,13969,58,83,-8,2,79,dos,DoS
22666.30589,60,0,0,0,0,0,178,65,80,13968,59,83,-3,2,81,dos,DoS
22666.83205,60,0,0,0,0,-1,178,65,80,13972,60,83,-3,2,82,dos,DoS
22667.35204,60,0,0,0,-3,0,178,65,81,13962,60,83,-6,6,82,dos,DoS
22667.87798,60,-4,0,0,0,-1,178,66,79,13962,61,83,-12,10,81,dos,DoS
22668.40058,60,-2,0,0,0,0,178,66,77,13962,61,83,-33,19,76,dos,DoS
22668.91991,60,-2,0,0,-1,-1,178,66,77,13969,62,83,-45,23,76,dos,DoS
22669.43546,60,-2,0,0,-1,-1,178,66,77,13965,62,83,-45,23,76,dos,DoS
22669.96161,60,-2,0,0,-1,-1,178,66,77,13965,62,83,-45,23,76,dos,DoS
22670.48923,60,0,0,0,0,0,178,66,79,13966,63,83,-12,3,81,dos,DoS
22671.0104,60,-1,0,0,0,0,178,66,79,13971,64,82,-12,2,81,dos,DoS
22671.53457,60,0,0,0,1,0,178,66,80,13974,64,82,-5,3,82,dos,DoS
22672.04337,60,0,0,0,0,0,-147,65,79,13966,65,82,-3,1,82,dos,DoS
22672.55141,60,0,0,0,0,0,-125,65,79,13969,65,82,-3,-5,81,dos,DoS
22673.06356,60,0,0,0,0,0,-97,66,79,13968,66,82,-1,-5,81,dos,DoS
22673.56609,60,0,0,0,0,0,-68,66,80,13966,66,82,1,-2,82,dos,DoS
22674.08969,60,0,0,0,0,0,-34,66,80,13982,67,82,0,-6,83,dos,DoS
22674.61529,60,0,0,0,0,0,-12,66,80,13969,67,82,0,-13,81,dos,DoS
22675.1339,60,0,0,0,0,1,-6,67,78,13980,68,82,-2,-10,82,dos,DoS
22675.70155,60,0,0,0,0,0,-3,67,79,13979,68,82,-4,-11,82,dos,DoS
22676.22601,60,0,0,0,0,0,-3,66,79,13975,69,82,-200,-200,-200,dos,DoS
22676.74014,60,0,0,0,0,1,-3,66,78,13974,69,82,-200,-200,-200,dos,DoS
22677.25128,50,0,0,4,0,0,-3,66,62,13969,70,81,-200,-200,-200,dos,DoS
22677.7783,20,0,0,4,0,0,-3,66,38,13947,70,81,-200,-200,-200,dos,DoS
22678.3073,0,0,0,4,0,0,-3,66,12,13894,71,81,-200,-200,-200,dos,DoS
22678.8299,-10,-1,0,0,0,0,-3,66,10,13634,72,81,-200,-200,-200,dos,DoS
22679.33756,-10,-1,0,0,0,0,-3,66,10,13780,72,81,-200,-200,-200,dos,DoS
22757.32016,70,1,0,0,0,0,0,66,83,13982,9,74,-26,-8,83,dos,DoS
22757.841,70,0,0,0,0,0,0,65,83,13974,10,74,-26,-7,83,dos,DoS
22758.3537,70,0,0,0,0,0,0,65,83,13966,10,74,-27,-9,82,dos,DoS
22758.88439,70,0,0,0,-1,0,0,65,82,13976,11,74,-30,-10,81,dos,DoS
22759.42706,70,1,0,0,0,0,0,65,83,13969,11,74,-31,-9,81,dos,DoS
22759.95696,70,1,0,0,-3,-1,0,66,82,13963,12,74,-32,-11,80,dos,DoS
22760.47508,70,2,0,0,0,0,0,66,81,13966,12,74,-22,-7,82,dos,DoS
22760.97564,60,1,0,0,0,0,0,65,80,13966,13,74,-13,-5,82,dos,DoS
22761.50524,70,1,0,0,-1,0,0,65,81,13972,13,74,-12,-4,82,dos,DoS
22762.01989,70,1,0,0,-1,0,0,65,81,13976,14,74,-11,-5,82,dos,DoS
22762.56898,60,1,0,0,0,1,0,65,79,13971,14,74,-6,-4,82,dos,DoS
22763.09856,60,0,0,0,-1,-2,0,65,79,13968,15,74,-9,-5,81,dos,DoS
22763.63264,60,1,0,0,-1,0,0,66,79,13974,15,74,-8,-6,82,dos,DoS
22764.16123,60,1,0,0,1,2,0,66,79,13972,16,74,-6,-3,82,dos,DoS
22764.67685,60,0,0,0,0,0,0,65,79,13974,17,74,-7,-5,82,dos,DoS
22765.19399,60,0,0,0,-1,0,0,65,80,13966,17,74,-12,-6,82,dos,DoS
22765.71211,70,0,0,0,-2,0,0,66,81,13968,18,74,-22,-14,81,dos,DoS
22766.24668,70,0,0,0,-2,-1,0,66,80,13965,18,74,-22,-17,82,dos,DoS
22766.76231,60,4,0,0,-7,0,0,66,80,13960,19,74,-26,-20,79,dos,DoS
22767.2796,60,2,0,0,-1,0,0,66,79,13966,19,74,-6,-17,83,dos,DoS
22767.79539,60,2,0,0,-1,0,0,66,80,13963,20,74,6,-21,84,dos,DoS
22768.32597,70,2,0,0,-2,0,0,66,81,13966,20,74,12,-21,87,dos,DoS
22768.85528,70,2,0,0,-2,0,0,66,81,13966,21,74,20,-25,87,dos,DoS
22769.40281,70,2,0,0,-2,-1,0,66,82,13963,21,74,29,-17,91,dos,DoS
22769.93689,70,2,0,0,-2,0,0,66,83,13962,22,74,28,-18,93,dos,DoS
22770.46757,70,1,0,0,0,0,0,66,82,13959,22,74,47,-8,82,dos,DoS
22770.98291,70,0,0,0,-1,0,0,66,82,13959,23,74,41,12,83,dos,DoS
22771.51349,70,3,0,0,-2,0,0,66,83,13962,23,74,41,6,82,dos,DoS
22772.02164,70,2,0,0,-1,0,0,66,82,13960,24,74,32,13,80,dos,DoS
22772.53937,70,1,0,0,0,0,0,66,81,13966,24,74,16,10,82,dos,DoS
22773.07096,60,1,0,0,-1,0,0,66,80,13960,25,74,9,9,82,dos,DoS
22773.59205,60,1,0,0,-1,0,0,66,80,13956,26,74,6,8,82,dos,DoS
22774.1391,60,0,0,0,0,1,0,66,80,13957,26,74,3,7,82,dos,DoS
22774.6692,60,0,0,0,-1,0,0,66,81,13957,27,74,6,7,82,dos,DoS
22775.19781,70,0,0,0,-1,0,0,66,81,13962,27,74,7,8,83,dos,DoS
22775.71553,70,3,0,0,-8,0,0,66,83,13962,28,74,12,14,82,dos,DoS
22776.24586,70,2,0,0,-1,0,0,66,82,13958,28,74,-9,16,83,dos,DoS
22776.77548,70,2,0,0,-1,0,0,65,82,13957,29,74,-26,25,78,dos,DoS
22777.30557,70,2,0,0,-2,0,0,65,82,13961,29,74,-33,26,79,dos,DoS
22777.8366,70,2,0,0,-2,0,0,66,82,13959,30,74,-43,24,80,dos,DoS
22778.35222,70,2,0,0,-1,-1,0,66,82,13955,30,74,-51,49,64,dos,DoS
22778.85442,70,1,-1,0,-1,0,0,66,82,13955,31,74,-34,0,83,dos,DoS
22779.397,70,0,0,0,-1,0,0,66,82,13957,31,74,-33,-3,81,dos,DoS
22779.92774,70,2,0,0,-2,0,0,66,82,13953,32,74,-29,-4,84,dos,DoS
22780.45783,70,1,0,0,-1,-2,0,66,82,13957,32,74,-19,-10,83,dos,DoS
22780.97515,60,1,0,0,-1,-1,0,66,80,13957,33,74,-10,-11,82,dos,DoS
22781.50573,60,1,-1,0,-1,-1,0,66,80,13954,33,74,-7,-12,82,dos,DoS
22782.01191,60,0,-1,0,-1,-1,0,66,80,13954,34,74,-3,-7,82,dos,DoS
22782.557,60,0,0,0,0,1,0,66,79,13955,34,74,-3,-5,81,dos,DoS
22783.08811,60,0,0,0,-1,0,0,66,80,13962,35,74,-5,-7,82,dos,DoS
22783.61717,60,0,0,0,-1,0,0,66,81,13965,35,74,-7,-10,83,dos,DoS
22784.13542,70,4,0,0,0,0,0,67,83,13962,36,74,-2,-15,84,dos,DoS
22784.65603,70,2,0,0,-1,0,0,67,82,13962,37,74,13,-22,82,dos,DoS
22785.17265,70,2,0,0,-2,0,0,65,82,13969,37,74,21,-25,81,dos,DoS
22785.70273,70,2,0,0,-2,-1,0,65,81,13962,38,74,25,-32,81,dos,DoS
22786.21937,70,2,0,0,-2,-1,0,66,82,13961,38,74,39,-28,81,dos,DoS
22786.74577,70,2,-1,0,-1,-1,0,66,81,13960,39,74,36,-32,86,dos,DoS
22787.26606,70,1,-1,0,-2,-1,0,66,81,13958,39,74,-46,-6,86,dos,DoS
22787.79512,70,1,-1,0,-2,-1,0,66,81,13958,39,74,-46,-6,86,dos,DoS
22788.32273,60,0,0,0,-1,-1,0,66,80,13962,40,74,-35,-3,84,dos,DoS
22788.85055,60,0,0,0,-2,-1,0,66,79,13963,41,74,-40,-7,85,dos,DoS
22789.37914,60,0,0,0,-1,0,0,66,79,13968,41,74,-52,-5,77,dos,DoS
22789.89781,60,0,0,0,-1,-1,0,66,79,13966,42,74,-50,-9,79,dos,DoS
22790.41551,60,0,0,0,-1,0,0,66,79,13962,42,74,-41,-11,84,dos,DoS
22790.93283,60,1,0,0,-8,0,0,66,80,13966,43,74,-47,-8,80,dos,DoS
22791.49131,60,2,0,0,-1,0,0,66,80,13962,43,74,-15,-25,82,dos,DoS
22792.00701,70,2,0,0,-1,-1,0,66,80,13961,44,74,5,-30,82,dos,DoS
22792.52063,70,2,0,0,-1,-1,0,66,80,13960,44,74,19,-35,77,dos,DoS
22793.06867,60,2,0,0,-1,-2,0,66,80,13960,45,74,19,-35,77,dos,DoS
22793.58517,70,1,-1,0,2,-2,0,66,80,13969,45,74,19,-35,77,dos,DoS
22794.12969,60,0,0,0,0,0,0,66,80,13965,46,74,36,-39,76,dos,DoS
22794.65361,70,-3,-2,0,1,-4,0,66,80,13969,47,74,44,-36,71,dos,DoS
22795.21481,70,-1,-2,0,-1,0,0,66,79,13972,47,74,21,-25,78,dos,DoS
22795.77483,60,-1,-1,0,-1,0,0,66,78,13969,48,74,5,-11,80,dos,DoS
22796.29993,60,0,-1,0,0,-1,0,66,77,13966,48,74,7,-6,79,dos,DoS
22796.8176,60,0,-1,0,0,-1,0,66,77,13963,49,74,0,-1,79,dos,DoS
22797.33522,60,0,0,0,0,0,8,66,78,13965,49,73,0,-1,80,dos,DoS
22797.86609,60,0,0,0,0,0,8,66,78,13965,49,73,0,-1,80,dos,DoS
22798.39458,60,0,0,0,0,0,68,66,78,13962,50,73,0,-5,81,dos,DoS
22798.93115,60,0,0,0,0,0,74,66,78,13969,50,73,0,-13,80,dos,DoS
22799.46217,60,0,0,0,0,0,74,66,78,13969,50,73,0,-13,80,dos,DoS
22799.97822,60,0,0,0,0,0,74,66,78,13969,50,73,0,-13,80,dos,DoS
22800.50995,60,0,0,0,0,0,177,66,78,13972,52,73,-3,-14,81,dos,DoS
22801.03358,60,0,0,0,0,0,178,67,79,13974,53,73,-3,-14,81,dos,DoS
22801.56114,60,0,0,0,0,0,178,67,79,13969,53,73,-1,-12,82,dos,DoS
22802.09322,60,0,0,0,-8,0,178,66,81,13969,54,73,-3,-9,82,dos,DoS
22802.64607,60,-3,0,0,0,0,178,66,78,13972,55,72,-15,-4,82,dos,DoS
22803.17266,60,-2,0,0,0,0,178,67,78,13969,55,72,-36,3,81,dos,DoS
22803.70127,60,-2,0,0,0,0,178,67,77,13977,56,72,-49,2,75,dos,DoS
22804.21802,60,-2,0,0,0,0,178,66,78,13972,56,72,-49,2,75,dos,DoS
22804.73763,60,-2,0,0,0,0,178,66,78,13972,56,72,-49,2,75,dos,DoS
22805.25303,60,0,0,0,0,0,178,66,76,13976,57,72,13,-14,78,dos,DoS
22805.77221,60,0,-1,0,-1,1,178,66,78,13977,58,72,14,-14,77,dos,DoS
22806.29182,60,-1,0,0,0,0,178,67,78,13985,58,72,4,-6,80,dos,DoS
22806.80345,60,0,0,0,1,0,178,67,77,13981,59,72,0,0,80,dos,DoS
22807.31906,60,0,0,0,0,0,178,66,76,13976,59,72,4,0,79,dos,DoS
22807.8297,60,0,0,0,-1,0,178,66,77,13978,60,72,-3,4,78,dos,DoS
22808.33538,60,-4,0,0,-1,0,178,67,78,13981,60,72,3,2,79,dos,DoS
22808.87018,60,-2,0,0,0,0,178,67,78,13972,61,72,-13,2,80,dos,DoS
22809.39528,60,-2,0,0,0,0,178,66,79,13972,61,71,-28,12,76,dos,DoS
22809.92274,60,-2,0,0,0,0,178,66,77,13978,62,71,-39,12,78,dos,DoS
22810.44935,60,-2,0,0,0,1,178,66,77,13974,62,71,-49,1,71,dos,DoS
22810.97694,60,0,0,0,1,-3,178,66,76,13969,63,71,-31,11,75,dos,DoS
22811.49108,60,0,0,0,0,0,178,66,76,13963,63,71,-31,10,75,dos,DoS
22812.01418,60,-1,0,0,-7,2,178,66,77,13969,64,71,-32,10,75,dos,DoS
22812.53729,60,-2,0,0,0,0,178,66,77,13962,64,71,-20,1,78,dos,DoS
22813.06587,60,-2,0,0,0,0,178,66,77,13962,64,71,-20,1,78,dos,DoS
22813.58063,60,0,0,0,0,0,178,67,77,13965,65,71,-1,-5,79,dos,DoS
22814.09108,60,0,0,0,0,0,178,66,75,13966,66,71,0,-7,78,dos,DoS
22814.60171,60,0,0,0,0,0,178,66,75,13963,66,71,-2,-9,78,dos,DoS
22815.12232,60,0,0,0,-1,0,178,67,76,13966,67,71,-4,-12,78,dos,DoS
22815.64746,60,0,0,0,0,-1,178,67,78,13974,68,71,-6,-14,80,dos,DoS
22816.17605,60,0,0,0,0,0,178,67,79,13965,68,71,-5,-13,81,dos,DoS
22816.70553,60,0,0,0,0,0,178,67,79,13958,69,70,-4,-13,81,dos,DoS
22817.23314,70,0,0,0,0,0,178,67,81,13966,69,70,-1,-11,83,dos,DoS
22817.7643,70,0,0,0,0,0,178,67,80,13963,70,70,-1,-9,83,dos,DoS
22818.2889,70,0,0,0,0,0,178,67,80,13960,70,70,0,-9,82,dos,DoS
22818.80889,70,0,0,0,0,0,178,67,80,13963,71,70,-1,-7,82,dos,DoS
22819.33251,70,0,1,0,0,0,178,67,80,13957,71,70,-1,-8,82,dos,DoS
22819.86064,70,0,0,0,0,0,178,67,80,13955,72,70,0,-4,82,dos,DoS
22820.38284,70,0,0,0,0,0,178,66,80,13955,72,70,-1,-1,82,dos,DoS
22820.90744,70,-1,0,0,-8,0,178,66,82,13955,73,70,1,-3,82,dos,DoS
22821.43007,70,-3,0,0,0,0,178,67,79,13953,73,69,14,-5,80,dos,DoS
22821.97493,70,-2,0,0,-1,0,178,67,80,13955,74,69,39,-6,77,dos,DoS
22822.49754,70,-2,0,0,-1,0,178,67,80,13959,74,69,50,-5,81,dos,DoS
22823.02279,70,-2,0,0,0,0,178,67,79,13956,75,69,31,-4,82,dos,DoS
22823.53339,60,0,0,0,1,0,178,68,78,13954,75,69,15,-5,81,dos,DoS
22824.03597,60,-1,0,0,-3,0,178,68,79,13961,76,69,18,-10,79,dos,DoS
22824.55956,70,-1,0,0,0,0,178,68,80,13955,76,69,4,-2,83,dos,DoS
22825.08117,70,0,0,0,0,0,179,68,80,13950,77,69,1,-2,83,dos,DoS
22825.60229,70,0,0,0,0,0,-150,67,80,13958,77,69,5,-4,82,dos,DoS
22826.12589,70,0,0,0,-1,0,-118,67,81,13955,78,69,1,0,83,dos,DoS
22826.67991,70,0,0,0,0,-1,-83,67,81,13956,79,69,6,-4,83,dos,DoS
22827.20934,70,0,0,0,0,0,-48,67,81,13949,79,69,6,-2,82,dos,DoS
22827.75689,70,0,0,0,0,0,-14,67,80,13956,80,68,5,0,82,dos,DoS
22828.27999,70,0,0,0,0,0,-3,68,80,13960,80,68,2,2,82,dos,DoS
22828.83004,70,0,0,0,0,0,0,68,80,13966,81,68,-200,-200,-200,dos,DoS
22829.34443,70,0,0,0,0,0,3,67,80,13963,81,68,-200,-200,-200,dos,DoS
22829.88014,50,0,0,4,0,0,3,67,63,13941,82,68,-200,-200,-200,dos,DoS
22830.39931,30,0,0,4,0,0,2,67,43,13931,82,68,-200,-200,-200,dos,DoS
22830.92392,0,0,0,4,0,0,2,67,13,13826,83,68,-200,-200,-200,dos,DoS
22882.73025,80,0,0,0,-1,0,0,67,83,13925,7,62,-13,-11,84,dos,DoS
22883.25391,80,0,0,0,-1,0,0,67,82,13928,7,62,-17,-12,84,dos,DoS
22883.76656,80,0,0,0,-1,0,0,66,82,13938,8,62,-19,-12,84,dos,DoS
22884.27018,80,0,0,0,-4,-1,0,66,83,13933,8,62,-22,-16,83,dos,DoS
22884.78541,80,1,-1,0,-1,0,0,66,83,13940,9,62,-18,-12,84,dos,DoS
22885.32143,80,1,0,0,0,0,0,66,82,13940,9,62,-13,-7,85,dos,DoS
22885.88045,80,1,0,0,-1,0,0,67,81,13933,10,62,-9,-5,84,dos,DoS
22886.41065,80,0,0,0,-1,-2,0,67,81,13937,10,62,-7,-3,84,dos,DoS
22886.9271,70,0,0,0,1,1,0,66,79,13930,11,62,-7,-4,83,dos,DoS
22887.44372,80,0,0,0,-1,0,0,66,81,13934,11,62,-6,-6,83,dos,DoS
22887.96141,80,0,0,0,-1,0,0,66,82,13936,12,62,-13,-10,84,dos,DoS
22888.48993,80,0,0,0,-1,0,0,66,82,13937,12,62,-19,-15,84,dos,DoS
22888.9936,80,0,0,0,-1,0,0,66,83,13932,13,62,-25,-19,83,dos,DoS
22889.52321,80,4,0,0,-3,0,0,66,82,13926,13,62,-23,-23,81,dos,DoS
22890.05335,80,2,0,0,-1,0,0,67,81,13932,14,62,-3,-19,85,dos,DoS
22890.56999,80,2,0,0,-2,0,0,67,81,13922,14,62,3,-22,86,dos,DoS
22891.08563,80,2,0,0,-2,0,0,67,81,13933,15,62,7,-17,89,dos,DoS
22891.60381,80,2,0,0,-2,0,0,67,80,13926,16,62,11,-43,77,dos,DoS
22892.11545,80,2,0,0,-2,0,0,66,80,13918,16,62,14,-28,87,dos,DoS
22892.6465,80,2,0,0,-2,0,0,66,81,13922,17,62,14,-28,87,dos,DoS
22893.17498,80,1,0,0,-2,-1,0,66,81,13922,17,62,21,-23,91,dos,DoS
22893.69498,80,1,0,0,-2,-1,0,66,81,13918,18,62,31,-19,90,dos,DoS
22894.2106,80,1,-1,0,-2,-1,0,67,81,13922,18,62,42,-28,83,dos,DoS
22894.72473,80,1,0,0,1,0,0,67,80,13926,19,62,45,-16,87,dos,DoS
22895.2712,80,0,-1,0,-4,2,0,67,81,13932,19,62,65,-15,69,dos,DoS
22895.7958,80,1,0,0,2,-1,0,67,80,13931,20,62,54,-29,75,dos,DoS
22896.3568,80,-3,-2,0,0,-1,0,67,82,13926,20,62,32,-17,91,dos,DoS
22896.88893,80,-1,-1,0,-1,0,0,67,82,13934,21,62,9,-16,86,dos,DoS
22897.41353,80,0,-1,0,-2,0,0,67,83,13933,21,62,0,-7,86,dos,DoS
22897.93514,70,0,-1,0,0,0,0,66,83,13931,22,62,-7,-6,86,dos,DoS
22898.45253,70,0,0,0,-1,-1,0,66,82,13936,22,62,-8,-7,85,dos,DoS
22899.01303,70,0,-1,0,0,0,0,67,80,13931,23,62,-6,-6,83,dos,DoS
22899.53814,70,0,0,0,0,0,0,67,80,13929,23,62,-4,-4,83,dos,DoS
22900.06876,70,0,0,0,0,0,0,67,79,13933,24,62,-4,-7,83,dos,DoS
22900.60034,70,0,0,0,0,0,0,67,81,13935,24,62,-4,-15,82,dos,DoS
