timestamp_p,mid,x,y,z,pitch,roll,yaw,vgx,vgy,vgz,templ,temph,tof,h,bat,baro,time,agx,agy,agz,class,class_raw
1683982119,-1,-100,-100,-100,0,0,-173,0,0,0,61,65,159,130,57,286.31,80,13,-6,-995,evil_twin,evil_twin
1683982119,-1,-100,-100,-100,0,0,-173,0,0,0,61,65,159,130,57,286.3,80,5,-10,-990,evil_twin,evil_twin
1683982119,-1,-100,-100,-100,0,0,-173,0,0,0,61,65,159,130,57,286.28,80,5,-4,-997,evil_twin,evil_twin
1683982120,-1,-100,-100,-100,0,0,-173,0,0,0,61,65,159,130,57,286.28,80,5,-4,-997,evil_twin,evil_twin
1683982120,-1,-100,-100,-100,0,0,-173,0,0,0,62,64,158,130,57,286.3,80,-8,-10,-1007,evil_twin,evil_twin
1683982120,-1,-100,-100,-100,0,0,-173,0,0,0,62,64,159,130,57,286.29,80,13,-6,-995,evil_twin,evil_twin
1683982120,-1,-100,-100,-100,0,0,-173,0,0,0,62,64,158,130,57,286.31,80,16,-2,-1002,evil_twin,evil_twin
1683982120,-1,-100,-100,-100,0,0,-173,0,0,0,62,64,158,130,57,286.28,80,8,-7,-999,evil_twin,evil_twin
1683982120,-1,-100,-100,-100,0,0,-173,0,0,0,62,64,158,130,57,286.3,81,7,-7,-1006,evil_twin,evil_twin
1683982120,-1,-100,-100,-100,0,0,-173,0,0,0,62,64,158,130,57,286.27,81,8,0,-996,evil_twin,evil_twin
1683982120,-1,-100,-100,-100,0,0,-173,0,0,0,62,64,159,130,57,286.35,81,7,5,-1009,evil_twin,evil_twin
1683982120,-1,-100,-100,-100,0,0,-173,0,0,0,62,64,158,130,57,286.33,81,0,-5,-1006,evil_twin,evil_twin
1683982120,-1,-100,-100,-100,0,0,-173,0,0,0,62,64,159,130,57,286.29,81,8,-5,-992,evil_twin,evil_twin
1683982120,-1,-100,-100,-100,0,0,-173,0,0,0,62,64,158,130,57,286.28,81,8,-4,-994,evil_twin,evil_twin
1683982120,-1,-100,-100,-100,0,0,-173,0,0,0,62,64,158,130,57,286.34,81,-5,-10,-1000,evil_twin,evil_twin
1683982121,-1,-100,-100,-100,0,0,-173,0,0,0,62,64,158,130,57,286.34,81,-5,-10,-1000,evil_twin,evil_twin
1683982121,-1,-100,-100,-100,0,0,-173,0,0,0,62,64,158,130,57,286.35,81,2,-7,-1001,evil_twin,evil_twin
1683982121,-1,-100,-100,-100,0,0,-173,0,0,0,62,64,159,130,57,286.3,81,3,-4,-1006,evil_twin,evil_twin
1683982121,-1,-100,-100,-100,0,0,-173,0,0,0,62,64,158,130,57,286.33,81,-1,4,-1017,evil_twin,evil_twin
1683982121,-1,-100,-100,-100,0,0,-173,0,0,0,62,64,158,130,57,286.33,82,11,-9,-998,evil_twin,evil_twin
1683982121,-1,-100,-100,-100,0,0,-173,0,0,0,62,64,158,130,57,286.3,82,7,-2,-1003,evil_twin,evil_twin
1683982121,-1,-100,-100,-100,0,0,-173,0,0,0,62,64,158,130,57,286.29,82,-4,1,-993,evil_twin,evil_twin
1683982121,-1,-100,-100,-100,0,0,-173,0,0,0,62,64,157,130,57,286.33,82,4,-7,-1003,evil_twin,evil_twin
1683982121,-1,-100,-100,-100,0,0,-173,0,0,0,62,64,157,130,57,286.23,82,2,1,-1007,evil_twin,evil_twin
1683982121,-1,-100,-100,-100,0,0,-173,0,0,0,62,64,158,130,57,286.38,82,4,-13,-984,evil_twin,evil_twin
1683982121,-1,-100,-100,-100,0,0,-173,0,0,0,61,64,157,130,57,286.36,82,0,2,-1008,evil_twin,evil_twin
1683982122,-1,-100,-100,-100,0,0,-173,0,0,0,61,64,157,130,57,286.36,82,0,2,-1008,evil_twin,evil_twin
1683982122,-1,-100,-100,-100,0,0,-173,0,0,0,61,64,157,130,57,286.35,82,11,3,-1015,evil_twin,evil_twin
1683982122,-1,-100,-100,-100,0,0,-173,0,0,0,61,64,158,130,57,286.33,82,-1,-1,-988,evil_twin,evil_twin
1683982122,-1,-100,-100,-100,0,0,-173,0,0,0,61,64,157,130,57,286.33,82,5,-11,-993,evil_twin,evil_twin
1683982122,-1,-100,-100,-100,0,0,-173,0,0,0,61,64,157,130,57,286.34,83,0,-12,-999,evil_twin,evil_twin
1683982122,-1,-100,-100,-100,0,0,-173,0,0,0,61,64,157,130,57,286.3,83,-4,-10,-992,evil_twin,evil_twin
1683982122,-1,-100,-100,-100,0,0,-173,0,0,0,61,64,157,130,57,286.29,83,8,-13,-988,evil_twin,evil_twin
1683982122,-1,-100,-100,-100,0,0,-173,0,0,0,61,64,158,130,57,286.26,83,11,-3,-993,evil_twin,evil_twin
1683982122,-1,-100,-100,-100,0,0,-173,0,0,0,61,64,158,130,57,286.26,83,2,0,-1007,evil_twin,evil_twin
1683982122,-1,-100,-100,-100,-2,0,-173,0,0,0,61,64,158,130,57,286.29,83,13,-8,-1028,evil_twin,evil_twin
1683982122,-1,-100,-100,-100,-7,0,-173,0,0,0,62,65,159,130,57,286.29,83,9,4,-998,evil_twin,evil_twin
1683982123,-1,-100,-100,-100,-7,0,-173,0,0,0,62,65,159,130,57,286.29,83,9,4,-998,evil_twin,evil_twin
1683982123,-1,-100,-100,-100,-5,0,-173,2,0,0,62,65,158,130,57,286.3,83,-5,4,-995,evil_twin,evil_twin
1683982123,-1,-100,-100,-100,-2,-1,-173,3,0,0,62,65,158,130,57,286.31,83,-25,-10,-997,evil_twin,evil_twin
1683982123,-1,-100,-100,-100,-1,0,-173,3,0,0,62,65,158,130,57,286.3,83,-12,3,-1015,evil_twin,evil_twin
1683982123,-1,-100,-100,-100,0,0,-173,3,0,0,62,65,158,130,57,286.31,84,-7,2,-1016,evil_twin,evil_twin
1683982123,-1,-100,-100,-100,0,0,-173,2,0,0,62,65,158,130,57,286.34,84,-3,-10,-974,evil_twin,evil_twin
1683982123,-1,-100,-100,-100,0,0,-173,2,0,0,62,65,158,130,57,286.3,84,-11,1,-1008,evil_twin,evil_twin
1683982123,-1,-100,-100,-100,0,0,-173,2,0,0,62,65,157,130,57,286.35,84,2,-5,-995,evil_twin,evil_twin
1683982123,-1,-100,-100,-100,0,0,-173,2,0,0,62,65,157,130,57,286.36,84,4,0,-1003,evil_twin,evil_twin
1683982123,-1,-100,-100,-100,0,0,-173,2,0,0,62,65,156,130,57,286.36,84,-1,3,-995,evil_twin,evil_twin
1683982123,-1,-100,-100,-100,0,0,-173,2,0,0,62,65,156,130,57,286.34,84,0,0,-1006,evil_twin,evil_twin
1683982124,-1,-100,-100,-100,0,0,-173,2,0,0,62,65,156,130,57,286.34,84,0,0,-1006,evil_twin,evil_twin
1683982124,-1,-100,-100,-100,0,0,-173,2,0,0,62,65,156,120,57,286.41,84,-5,3,-994,evil_twin,evil_twin
1683982124,-1,-100,-100,-100,0,0,-173,2,0,0,62,65,155,120,57,286.32,84,-5,0,-1002,evil_twin,evil_twin
1683982124,-1,-100,-100,-100,0,0,-173,2,0,0,62,65,156,120,57,286.32,84,-3,0,-1003,evil_twin,evil_twin
1683982124,-1,-100,-100,-100,1,0,-173,2,0,0,62,65,155,120,57,286.3,85,7,12,-1028,evil_twin,evil_twin
1683982124,-1,-100,-100,-100,4,0,-173,1,0,0,62,65,156,120,57,286.31,85,-4,8,-995,evil_twin,evil_twin
1683982124,-1,-100,-100,-100,3,0,-173,1,0,0,62,65,156,120,56,286.31,85,1,-5,-988,evil_twin,evil_twin
1683982124,-1,-100,-100,-100,2,0,-173,0,0,0,62,65,156,120,56,286.34,85,4,0,-1015,evil_twin,evil_twin
1683982124,-1,-100,-100,-100,1,0,-173,0,0,0,62,65,156,120,56,286.31,85,7,1,-1008,evil_twin,evil_twin
1683982124,-1,-100,-100,-100,6,0,-173,0,0,0,62,65,159,130,56,286.35,85,14,3,-1000,evil_twin,evil_twin
1683982125,-1,-100,-100,-100,6,0,-173,0,0,0,62,65,159,130,56,286.35,85,14,3,-1000,evil_twin,evil_twin
1683982125,-1,-100,-100,-100,8,0,-173,-1,0,0,61,65,160,130,56,286.33,85,13,6,-1035,evil_twin,evil_twin
1683982125,-1,-100,-100,-100,6,0,-173,-2,0,0,61,65,158,130,56,286.41,85,30,1,-1017,evil_twin,evil_twin
1683982125,-1,-100,-100,-100,3,0,-173,-3,0,0,61,65,157,130,56,286.35,85,31,0,-999,evil_twin,evil_twin
1683982125,-1,-100,-100,-100,1,0,-173,-3,0,0,61,65,157,130,56,286.33,85,40,-9,-984,evil_twin,evil_twin
1683982125,-1,-100,-100,-100,0,0,-173,-3,0,0,61,65,159,130,56,286.3,86,33,-8,-989,evil_twin,evil_twin
1683982125,-1,-100,-100,-100,0,0,-173,-3,0,0,61,65,160,130,56,286.3,86,27,-6,-1001,evil_twin,evil_twin
1683982125,-1,-100,-100,-100,0,0,-173,-2,0,0,61,65,159,130,56,286.33,86,14,-2,-985,evil_twin,evil_twin
1683982125,-1,-100,-100,-100,0,0,-173,-2,0,0,61,65,160,130,56,286.3,86,26,-18,-986,evil_twin,evil_twin
1683982125,-1,-100,-100,-100,0,0,-173,-2,0,0,61,65,159,130,56,286.34,86,18,-6,-988,evil_twin,evil_twin
1683982125,-1,-100,-100,-100,0,0,-173,-2,0,0,61,65,159,130,56,286.36,86,35,-15,-993,evil_twin,evil_twin
1683982125,-1,-100,-100,-100,0,0,-173,-2,0,0,62,65,160,130,56,286.27,86,28,-19,-994,evil_twin,evil_twin
1683982126,-1,-100,-100,-100,0,0,-173,-2,0,0,62,65,160,130,56,286.27,86,28,-19,-994,evil_twin,evil_twin
1683982126,-1,-100,-100,-100,0,0,-173,-2,0,0,62,65,160,130,56,286.36,86,22,-13,-991,evil_twin,evil_twin
1683982126,-1,-100,-100,-100,0,0,-173,-2,0,0,62,65,161,130,56,286.22,86,27,-7,-1008,evil_twin,evil_twin
1683982126,-1,-100,-100,-100,0,0,-173,-2,0,0,62,65,160,130,56,286.38,86,23,-11,-1004,evil_twin,evil_twin
1683982126,-1,-100,-100,-100,0,0,-173,-2,0,0,62,65,161,130,56,286.32,87,12,-9,-996,evil_twin,evil_twin
1683982126,-1,-100,-100,-100,-1,0,-173,-2,0,0,62,65,161,130,56,286.29,87,23,-4,-992,evil_twin,evil_twin
1683982126,-1,-100,-100,-100,-4,0,-173,-1,0,0,62,65,163,130,56,286.37,87,16,0,-993,evil_twin,evil_twin
1683982126,-1,-100,-100,-100,-2,0,-173,0,0,0,62,65,162,130,56,286.25,87,-1,-11,-989,evil_twin,evil_twin
1683982126,-1,-100,-100,-100,0,0,-173,0,0,0,62,65,161,130,56,286.33,87,5,-4,-996,evil_twin,evil_twin
1683982126,-1,-100,-100,-100,0,0,-173,0,0,0,62,65,161,130,56,286.25,87,-1,14,-1009,evil_twin,evil_twin
1683982127,-1,-100,-100,-100,0,0,-173,0,0,0,62,65,161,130,56,286.25,87,-1,14,-1009,evil_twin,evil_twin
1683982127,-1,-100,-100,-100,0,0,-178,0,0,0,61,65,161,130,56,286.31,87,8,1,-997,evil_twin,evil_twin
1683982127,-1,-100,-100,-100,0,0,175,0,0,0,61,65,161,130,56,286.31,87,11,-1,-998,evil_twin,evil_twin
1683982127,-1,-100,-100,-100,0,0,169,0,0,0,61,65,161,130,56,286.3,87,0,3,-969,evil_twin,evil_twin
1683982127,-1,-100,-100,-100,0,0,163,0,0,0,61,65,161,130,56,286.26,87,26,-6,-989,evil_twin,evil_twin
1683982127,-1,-100,-100,-100,0,0,157,0,0,0,61,65,160,130,56,286.26,88,1,-6,-1005,evil_twin,evil_twin
1683982127,-1,-100,-100,-100,0,0,151,0,0,0,61,65,160,130,56,286.29,88,4,-5,-999,evil_twin,evil_twin
1683982127,-1,-100,-100,-100,0,0,145,0,0,0,61,65,161,130,56,286.33,88,20,-7,-989,evil_twin,evil_twin
1683982127,-1,-100,-100,-100,0,0,139,0,0,0,61,65,160,130,56,286.31,88,7,0,-1006,evil_twin,evil_twin
1683982127,-1,-100,-100,-100,0,0,133,0,0,0,61,65,160,130,56,286.27,88,0,2,-993,evil_twin,evil_twin
1683982127,-1,-100,-100,-100,1,0,127,0,0,0,61,65,161,130,56,286.33,88,1,0,-989,evil_twin,evil_twin
1683982128,-1,-100,-100,-100,1,0,127,0,0,0,61,65,161,130,56,286.33,88,1,0,-989,evil_twin,evil_twin
1683982128,-1,-100,-100,-100,0,0,120,0,0,0,62,64,160,130,56,286.29,88,11,10,-1012,evil_twin,evil_twin
1683982128,-1,-100,-100,-100,0,0,115,0,0,0,62,64,160,130,56,286.26,88,2,2,-1000,evil_twin,evil_twin
1683982128,-1,-100,-100,-100,0,0,110,0,0,0,62,64,159,130,56,286.29,88,-2,4,-999,evil_twin,evil_twin
1683982128,-1,-100,-100,-100,0,0,106,0,0,0,62,64,160,130,56,286.31,88,10,7,-994,evil_twin,evil_twin
1683982128,-1,-100,-100,-100,0,0,104,0,0,0,62,64,160,130,56,286.27,89,-5,-1,-1002,evil_twin,evil_twin
1683982128,-1,-100,-100,-100,0,0,101,0,0,0,62,64,159,130,56,286.29,89,3,9,-996,evil_twin,evil_twin
1683982128,-1,-100,-100,-100,0,0,100,0,0,0,62,64,159,130,56,286.27,89,1,2,-993,evil_twin,evil_twin
1683982128,-1,-100,-100,-100,0,0,99,0,0,0,62,64,159,130,56,286.21,89,14,7,-992,evil_twin,evil_twin
1683982128,-1,-100,-100,-100,0,0,98,0,0,0,62,64,158,130,56,286.23,89,-11,2,-995,evil_twin,evil_twin
1683982128,-1,-100,-100,-100,0,0,97,0,0,0,62,64,158,130,56,286.23,89,-4,10,-1010,evil_twin,evil_twin
1683982128,-1,-100,-100,-100,0,0,97,0,0,0,62,65,158,130,56,286.27,89,9,2,-1006,evil_twin,evil_twin
1683982129,-1,-100,-100,-100,0,0,97,0,0,0,62,65,158,130,56,286.27,89,9,2,-1006,evil_twin,evil_twin
1683982129,-1,-100,-100,-100,0,0,97,0,0,0,62,65,157,130,56,286.25,89,7,0,-1006,evil_twin,evil_twin
1683982129,-1,-100,-100,-100,0,0,96,0,0,0,62,65,158,130,56,286.29,89,2,2,-1013,evil_twin,evil_twin
1683982129,-1,-100,-100,-100,0,1,96,0,0,0,62,65,157,120,56,286.27,89,9,14,-1005,evil_twin,evil_twin
1683982129,-1,-100,-100,-100,0,7,96,0,0,0,62,65,157,120,56,286.29,90,11,10,-1021,evil_twin,evil_twin
1683982129,-1,-100,-100,-100,-1,6,95,1,0,0,62,65,157,120,56,286.31,90,0,0,-1009,evil_twin,evil_twin
1683982129,-1,-100,-100,-100,0,4,96,2,0,0,62,65,156,120,55,286.3,90,-5,-7,-1006,evil_twin,evil_twin
1683982129,-1,-100,-100,-100,0,1,96,3,0,0,62,65,155,120,55,286.28,90,-12,-9,-1018,evil_twin,evil_twin
1683982129,-1,-100,-100,-100,0,0,96,3,0,0,62,65,156,120,55,286.36,90,5,-14,-1014,evil_twin,evil_twin
1683982129,-1,-100,-100,-100,0,-1,96,3,0,0,62,65,155,120,55,286.32,90,0,-8,-999,evil_twin,evil_twin
1683982130,-1,-100,-100,-100,0,-1,96,3,0,0,62,65,155,120,55,286.32,90,0,-8,-999,evil_twin,evil_twin
1683982130,-1,-100,-100,-100,0,0,96,2,0,0,62,64,155,120,55,286.3,90,-5,-10,-1001,evil_twin,evil_twin
1683982130,-1,-100,-100,-100,0,0,96,2,0,0,62,64,156,120,55,286.21,90,-11,-16,-1003,evil_twin,evil_twin
1683982130,-1,-100,-100,-100,0,0,96,2,0,0,62,64,156,120,55,286.25,90,6,-11,-999,evil_twin,evil_twin
1683982130,-1,-100,-100,-100,0,0,96,2,0,0,62,64,156,120,55,286.37,90,9,-17,-992,evil_twin,evil_twin
1683982130,-1,-100,-100,-100,0,0,96,2,0,0,62,64,155,120,55,286.31,91,-4,-7,-975,evil_twin,evil_twin
1683982130,-1,-100,-100,-100,0,0,96,2,0,0,62,64,155,120,55,286.31,91,-3,-5,-1011,evil_twin,evil_twin
1683982130,-1,-100,-100,-100,0,0,96,2,0,0,62,64,154,120,55,286.31,91,0,-8,-1010,evil_twin,evil_twin
1683982130,-1,-100,-100,-100,0,0,96,2,0,0,62,64,154,120,55,286.33,91,0,-6,-1000,evil_twin,evil_twin
1683982130,-1,-100,-100,-100,0,-1,96,2,0,0,62,64,153,120,55,286.23,91,-5,-8,-995,evil_twin,evil_twin
1683982130,-1,-100,-100,-100,2,-1,96,1,0,0,62,64,152,120,55,286.26,91,-2,3,-995,evil_twin,evil_twin
1683982131,-1,-100,-100,-100,2,-1,96,1,0,0,62,64,152,120,55,286.26,91,-2,3,-995,evil_twin,evil_twin
1683982131,-1,-100,-100,-100,4,-3,96,1,0,0,62,65,153,120,55,286.36,91,-13,-10,-1062,evil_twin,evil_twin
1683982131,-1,-100,-100,-100,0,-2,96,0,1,0,62,65,154,120,55,286.24,91,14,-3,-970,evil_twin,evil_twin
1683982131,-1,-100,-100,-100,-2,-1,96,0,0,0,62,65,154,120,55,286.33,91,13,0,-1016,evil_twin,evil_twin
1683982131,-1,-100,-100,-100,0,0,96,0,0,0,62,65,154,120,55,286.24,91,-1,2,-1002,evil_twin,evil_twin
1683982131,-1,-100,-100,-100,0,0,96,0,0,0,62,65,153,120,55,286.29,92,22,2,-990,evil_twin,evil_twin
1683982131,-1,-100,-100,-100,0,0,96,0,0,0,62,65,153,120,55,286.29,92,21,-4,-1008,evil_twin,evil_twin
1683982131,-1,-100,-100,-100,0,0,96,0,0,0,62,65,153,120,55,286.27,92,13,3,-995,evil_twin,evil_twin
1683982131,-1,-100,-100,-100,0,0,96,0,0,0,62,65,153,120,55,286.3,92,13,-5,-994,evil_twin,evil_twin
1683982131,-1,-100,-100,-100,0,0,96,0,0,0,62,65,154,120,55,286.34,92,15,0,-996,evil_twin,evil_twin
1683982131,-1,-100,-100,-100,0,0,96,0,0,0,62,65,154,120,55,286.28,92,13,8,-1010,evil_twin,evil_twin
1683982132,-1,-100,-100,-100,0,0,96,0,0,0,62,65,154,120,55,286.28,92,13,8,-1010,evil_twin,evil_twin
1683982132,-1,-100,-100,-100,0,0,96,0,0,0,62,65,155,120,55,286.26,92,12,8,-1015,evil_twin,evil_twin
1683982132,-1,-100,-100,-100,0,0,96,0,0,0,62,65,154,120,55,286.26,92,-4,3,-998,evil_twin,evil_twin
1683982132,-1,-100,-100,-100,0,0,96,0,0,0,62,65,155,120,55,286.29,92,-5,6,-987,evil_twin,evil_twin
1683982132,-1,-100,-100,-100,0,0,96,0,0,0,62,65,155,120,55,286.29,92,-4,5,-1004,evil_twin,evil_twin
1683982132,-1,-100,-100,-100,0,0,96,0,0,0,62,65,155,120,55,286.29,93,-11,14,-1004,evil_twin,evil_twin
1683982132,-1,-100,-100,-100,0,0,96,0,0,0,62,65,155,120,55,286.32,93,15,1,-999,evil_twin,evil_twin
1683982132,-1,-100,-100,-100,0,0,96,0,0,0,62,65,155,120,55,286.29,93,-5,3,-989,evil_twin,evil_twin
1683982132,-1,-100,-100,-100,0,0,96,0,0,0,62,65,154,120,55,286.24,93,12,1,-1003,evil_twin,evil_twin
1683982132,-1,-100,-100,-100,0,0,96,0,0,0,62,65,154,120,55,286.25,93,-20,6,-1006,evil_twin,evil_twin
1683982132,-1,-100,-100,-100,0,0,96,0,0,0,62,65,154,120,55,286.32,93,8,11,-1017,evil_twin,evil_twin
1683982133,-1,-100,-100,-100,0,0,96,0,0,0,62,65,154,120,55,286.32,93,8,11,-1017,evil_twin,evil_twin
1683982133,-1,-100,-100,-100,0,0,96,0,0,0,62,64,154,120,55,286.27,93,-2,-7,-989,evil_twin,evil_twin
1683982133,-1,-100,-100,-100,0,0,96,0,0,0,62,64,154,120,55,286.31,93,0,5,-1002,evil_twin,evil_twin
1683982133,-1,-100,-100,-100,0,0,96,0,0,0,62,64,154,120,55,286.24,93,0,10,-1022,evil_twin,evil_twin
1683982133,-1,-100,-100,-100,0,0,96,0,0,0,62,64,154,120,55,286.25,94,0,11,-1020,evil_twin,evil_twin
1683982133,-1,-100,-100,-100,0,0,96,0,0,0,62,64,154,120,55,286.32,94,4,5,-995,evil_twin,evil_twin
1683982133,-1,-100,-100,-100,0,0,96,0,0,0,62,64,155,120,55,286.29,94,2,4,-1001,evil_twin,evil_twin
1683982133,-1,-100,-100,-100,0,0,96,0,0,0,62,64,155,120,55,286.29,94,0,8,-1003,evil_twin,evil_twin
1683982133,-1,-100,-100,-100,0,0,96,0,0,0,62,64,155,120,55,286.26,94,-1,5,-985,evil_twin,evil_twin
1683982133,-1,-100,-100,-100,0,0,96,0,0,0,62,64,155,120,55,286.23,94,1,7,-990,evil_twin,evil_twin
1683982133,-1,-100,-100,-100,0,0,96,0,0,0,62,64,155,120,55,286.3,94,0,0,-1020,evil_twin,evil_twin
1683982134,-1,-100,-100,-100,0,0,96,0,0,0,62,64,155,120,55,286.3,94,0,0,-1020,evil_twin,evil_twin
1683982134,-1,-100,-100,-100,0,0,96,0,0,0,61,65,155,120,55,286.23,94,2,1,-1002,evil_twin,evil_twin
1683982134,-1,-100,-100,-100,0,0,96,0,0,0,61,65,155,120,55,286.2,94,-2,7,-1004,evil_twin,evil_twin
1683982134,-1,-100,-100,-100,0,0,96,0,0,0,61,65,155,120,55,286.29,94,-7,3,-982,evil_twin,evil_twin
1683982134,-1,-100,-100,-100,0,0,96,0,0,0,61,65,156,120,55,286.29,95,-8,2,-987,evil_twin,evil_twin
1683982134,-1,-100,-100,-100,0,0,96,0,0,0,61,65,156,120,55,286.33,95,2,-1,-997,evil_twin,evil_twin
1683982134,-1,-100,-100,-100,0,0,96,0,0,0,61,65,155,120,55,286.34,95,-17,8,-996,evil_twin,evil_twin
1683982134,-1,-100,-100,-100,0,0,96,0,0,0,61,65,156,120,55,286.34,95,-2,2,-1012,evil_twin,evil_twin
1683982134,-1,-100,-100,-100,0,0,96,0,0,0,61,65,156,120,55,286.29,95,11,-2,-990,evil_twin,evil_twin
1683982134,-1,-100,-100,-100,0,0,96,0,0,0,61,65,157,120,55,286.37,95,-5,12,-992,evil_twin,evil_twin
1683982134,-1,-100,-100,-100,0,0,96,0,0,0,61,65,157,120,55,286.36,95,0,11,-1006,evil_twin,evil_twin
1683982135,-1,-100,-100,-100,0,0,96,0,0,0,61,65,157,120,55,286.36,95,0,11,-1006,evil_twin,evil_twin
1683982135,-1,-100,-100,-100,0,0,96,0,0,0,62,65,157,130,55,286.32,95,-4,6,-1000,evil_twin,evil_twin
1683982135,-1,-100,-100,-100,0,0,96,0,0,0,62,65,157,130,55,286.31,95,12,3,-991,evil_twin,evil_twin
1683982135,-1,-100,-100,-100,0,0,96,0,0,0,62,65,158,130,55,286.3,95,0,0,-999,evil_twin,evil_twin
1683982135,-1,-100,-100,-100,0,0,96,0,0,0,62,65,158,130,55,286.28,96,0,7,-989,evil_twin,evil_twin
1683982135,-1,-100,-100,-100,0,0,96,0,0,0,62,65,158,130,55,286.29,96,0,1,-997,evil_twin,evil_twin
1683982135,-1,-100,-100,-100,0,0,96,0,0,0,62,65,158,130,55,286.31,96,0,6,-1010,evil_twin,evil_twin
1683982135,-1,-100,-100,-100,0,0,96,0,0,0,62,65,158,130,55,286.34,96,3,7,-999,evil_twin,evil_twin
1683982135,-1,-100,-100,-100,0,0,96,0,0,0,62,65,157,130,55,286.3,96,19,1,-1013,evil_twin,evil_twin
1683982135,-1,-100,-100,-100,0,0,96,0,0,0,62,65,158,130,55,286.37,96,5,-2,-998,evil_twin,evil_twin
1683982135,-1,-100,-100,-100,0,0,96,0,0,0,62,65,158,130,55,286.3,96,7,5,-1010,evil_twin,evil_twin
1683982136,-1,-100,-100,-100,0,0,96,0,0,0,62,65,158,130,55,286.3,96,7,5,-1010,evil_twin,evil_twin
1683982136,-1,-100,-100,-100,0,0,96,0,0,0,62,65,158,130,55,286.34,96,3,0,-998,evil_twin,evil_twin
1683982136,-1,-100,-100,-100,0,0,96,0,0,0,62,65,159,130,55,286.31,96,-1,0,-994,evil_twin,evil_twin
1683982136,-1,-100,-100,-100,0,0,96,0,0,0,62,65,158,130,55,286.29,96,1,-2,-996,evil_twin,evil_twin
1683982136,-1,-100,-100,-100,0,0,96,0,0,0,62,65,159,130,55,286.27,97,7,-2,-992,evil_twin,evil_twin
1683982136,-1,-100,-100,-100,0,0,96,0,0,0,62,65,159,130,55,286.31,97,4,0,-999,evil_twin,evil_twin
1683982136,-1,-100,-100,-100,0,0,96,0,0,0,62,65,160,130,55,286.27,97,14,6,-993,evil_twin,evil_twin
1683982136,-1,-100,-100,-100,0,0,96,0,0,0,62,65,159,130,55,286.34,97,2,0,-990,evil_twin,evil_twin
1683982136,-1,-100,-100,-100,0,0,96,0,0,0,62,65,159,130,55,286.35,97,-12,-7,-986,evil_twin,evil_twin
1683982136,-1,-100,-100,-100,0,0,96,0,0,0,62,65,158,130,55,286.32,97,17,-3,-994,evil_twin,evil_twin
1683982136,-1,-100,-100,-100,0,0,96,0,0,0,62,65,158,130,55,286.26,97,10,3,-1005,evil_twin,evil_twin
