timestamp_c,frame.number,frame.len,frame.protocols,wlan.duration,wlan.ra,wlan.ta,wlan.da,wlan.sa,wlan.bssid,wlan.frag,wlan.seq,llc.type,ip.hdr_len,ip.len,ip.id,ip.flags,ip.ttl,ip.proto,ip.src,ip.dst,tcp.srcport,tcp.dstport,tcp.seq_raw,tcp.ack_raw,tcp.hdr_len,tcp.flags,tcp.window_size,tcp.options,udp.srcport,udp.dstport,udp.length,data.data,data.len,wlan.fc.type,wlan.fc.subtype,time_since_last_packet,class,class_raw
22604.32077,685,26,0,60,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0.065155,dos,DoS attack
22604.42317,689,26,0,60,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0.102395,dos,DoS attack
22604.45877,691,86,2,44,1,0,1,0,0,0,71,2048,20,52,35878,64,128,6,2,5,54709,53,2658481123,0,32,2,64240,1,0,0,0,0,0,2,8,0.035606,dos,DoS attack
22604.52705,693,26,0,60,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0.068278,dos,DoS attack
22604.62908,695,26,0,60,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0.102031,dos,DoS attack
22604.66272,697,86,2,44,1,0,1,0,0,0,72,2048,20,52,35879,64,128,6,2,5,64188,53,192495320,0,32,2,64240,1,0,0,0,0,0,2,8,0.03364,dos,DoS attack
22604.66291,698,86,2,44,1,0,1,0,0,0,72,2048,20,52,35879,64,128,6,2,5,64188,53,192495320,0,32,2,64240,1,0,0,0,0,0,2,8,0.00019,dos,DoS attack
22604.66345,699,86,2,44,1,0,1,0,0,0,72,2048,20,52,35879,64,128,6,2,5,64188,53,192495320,0,32,2,64240,1,0,0,0,0,0,2,8,0.000543,dos,DoS attack
22607.80216,906,26,0,60,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,3.138708,dos,DoS attack
22607.84449,908,86,2,44,1,0,1,0,0,0,95,2048,20,52,35880,64,128,6,2,5,55423,53,401057732,0,32,2,64240,1,0,0,0,0,0,2,8,0.042325,dos,DoS attack
22607.86484,910,227,3,44,0,1,0,1,0,0,37,2048,20,193,35,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,173,27,165,2,8,0.020358,dos,DoS attack
22607.90471,912,26,0,60,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0.039861,dos,DoS attack
22607.96669,922,225,3,44,0,1,0,1,0,0,38,2048,20,191,36,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,171,26,163,2,8,0.061987,dos,DoS attack
22608.00712,924,26,0,60,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0.040432,dos,DoS attack
22608.06082,926,86,2,44,1,0,1,0,0,0,99,2048,20,52,35881,64,128,6,2,5,50654,53,2289555872,0,32,2,64240,1,0,0,0,0,0,2,8,0.053693,dos,DoS attack
22608.06873,928,226,3,44,0,1,0,1,0,0,39,2048,20,192,37,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,172,25,164,2,8,0.007913,dos,DoS attack
22608.10946,930,26,0,60,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0.040728,dos,DoS attack
22608.17077,933,75,3,44,0,1,0,1,0,0,41,2048,20,41,39,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8899,21,102,13,2,8,0.061311,dos,DoS attack
22608.21181,935,26,0,60,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0.041044,dos,DoS attack
22608.26256,937,86,2,44,1,0,1,0,0,0,100,2048,20,52,35882,64,128,6,2,5,63093,53,631722795,0,32,2,64240,1,0,0,0,0,0,2,8,0.050744,dos,DoS attack
22608.27316,939,226,3,44,0,1,0,1,0,0,42,2048,20,192,40,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,172,28,164,2,8,0.010603,dos,DoS attack
22608.27344,940,226,3,44,0,1,0,1,0,0,42,2048,20,192,40,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,172,28,164,2,8,0.000281,dos,DoS attack
22608.27375,941,226,3,44,0,1,0,1,0,0,42,2048,20,192,40,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,172,28,164,2,8,0.000311,dos,DoS attack
22608.27427,942,226,3,44,0,1,0,1,0,0,42,2048,20,192,40,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,172,28,164,2,8,0.000517,dos,DoS attack
22608.27494,943,226,3,44,0,1,0,1,0,0,42,2048,20,192,40,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,172,28,164,2,8,0.000673,dos,DoS attack
22611.38356,957,227,3,44,0,1,0,1,0,0,77,2048,20,193,75,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,173,24,165,2,8,3.108622,dos,DoS attack
22611.38605,959,26,0,60,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0.002481,dos,DoS attack
22611.43453,965,74,3,44,0,1,0,1,0,0,78,2048,20,40,76,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8899,20,97,12,2,8,0.048489,dos,DoS attack
22611.44808,967,86,2,44,1,0,1,0,0,0,113,2048,20,52,59305,64,128,6,2,4,53652,53,3870599685,0,32,2,64240,1,0,0,0,0,0,2,8,0.013549,dos,DoS attack
22611.48845,970,26,0,60,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0.040364,dos,DoS attack
22611.58746,972,226,3,44,0,1,0,1,0,0,80,2048,20,192,78,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,172,39,164,2,8,0.099013,dos,DoS attack
22611.64918,977,86,2,44,1,0,1,0,0,0,114,2048,20,52,59306,64,128,6,2,4,64686,53,524293317,0,32,2,64240,1,0,0,0,0,0,2,8,0.061724,dos,DoS attack
22611.6895,982,228,3,44,0,1,0,1,0,0,81,2048,20,194,79,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,174,38,166,2,8,0.040314,dos,DoS attack
22611.69331,984,26,0,60,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0.003815,dos,DoS attack
22611.79156,986,228,3,44,0,1,0,1,0,0,82,2048,20,194,80,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,174,37,166,2,8,0.098246,dos,DoS attack
22611.79565,988,26,0,60,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0.004087,dos,DoS attack
22611.83659,990,86,2,44,1,0,1,0,0,0,116,2048,20,52,59307,64,128,6,2,4,49548,53,1057710353,0,32,2,64240,1,0,0,0,0,0,2,8,0.040944,dos,DoS attack
22611.84242,992,64,3,44,0,1,0,1,0,0,83,2048,20,30,81,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8889,10,96,2,2,8,0.005829,dos,DoS attack
22614.97023,1005,26,0,60,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,3.127809,dos,DoS attack
22615.00515,1007,229,3,44,0,1,0,1,0,0,119,2048,20,195,117,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,175,21,167,2,8,0.034922,dos,DoS attack
22615.10711,1012,229,3,44,0,1,0,1,0,0,120,2048,20,195,118,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,175,19,167,2,8,0.101955,dos,DoS attack
22615.17498,1014,26,0,60,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0.067874,dos,DoS attack
22615.20932,1016,229,3,44,0,1,0,1,0,0,122,2048,20,195,120,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,175,20,167,2,8,0.034339,dos,DoS attack
22615.2774,1018,26,0,60,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0.06808,dos,DoS attack
22615.31106,1020,229,3,44,0,1,0,1,0,0,123,2048,20,195,121,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,175,23,167,2,8,0.033658,dos,DoS attack
22615.3798,1024,26,0,60,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0.068741,dos,DoS attack
22615.4131,1026,229,3,44,0,1,0,1,0,0,124,2048,20,195,122,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,175,22,167,2,8,0.033299,dos,DoS attack
22615.41337,1027,229,3,44,0,1,0,1,0,0,124,2048,20,195,122,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,175,22,167,2,8,0.000272,dos,DoS attack
22615.41372,1029,74,3,44,0,1,0,1,0,0,125,2048,20,40,123,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8899,20,98,12,2,8,0.000356,dos,DoS attack
22618.52495,1033,232,3,44,0,1,0,1,0,0,161,2048,20,198,158,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,178,18,170,2,8,3.111228,dos,DoS attack
22618.55418,1035,26,0,60,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0.029227,dos,DoS attack
22618.62699,1037,230,3,44,0,1,0,1,0,0,162,2048,20,196,159,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,176,32,168,2,8,0.072811,dos,DoS attack
22618.65658,1039,26,0,60,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0.029586,dos,DoS attack
22618.67038,1041,86,2,44,1,0,1,0,0,0,143,2048,20,52,59321,64,128,6,2,4,64686,53,524293317,0,32,2,64240,1,0,0,0,0,0,2,8,0.013808,dos,DoS attack
22618.72896,1043,230,3,44,0,1,0,1,0,0,163,2048,20,196,160,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,176,31,168,2,8,0.058576,dos,DoS attack
22618.75897,1045,26,0,60,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0.030012,dos,DoS attack
22618.83098,1049,232,3,44,0,1,0,1,0,0,164,2048,20,198,161,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,178,30,170,2,8,0.072012,dos,DoS attack
22618.86138,1051,26,0,60,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0.030396,dos,DoS attack
22618.93295,1053,231,3,44,0,1,0,1,0,0,165,2048,20,197,162,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,177,29,169,2,8,0.071566,dos,DoS attack
22618.96378,1055,26,0,60,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0.03083,dos,DoS attack
22622.05943,1075,86,2,44,1,0,1,0,0,0,152,2048,20,52,35896,64,128,6,2,5,62467,53,2158845551,0,32,2,64240,1,0,0,0,0,0,2,8,3.095654,dos,DoS attack
22622.14597,1077,229,3,44,0,1,0,1,0,0,203,2048,20,195,200,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,175,33,167,2,8,0.086536,dos,DoS attack
22622.19713,1079,75,3,44,0,1,0,1,0,0,204,2048,20,41,201,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8899,21,103,13,2,8,0.051165,dos,DoS attack
22622.19732,1080,75,3,44,0,1,0,1,0,0,204,2048,20,41,201,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8899,21,103,13,2,8,0.000192,dos,DoS attack
22622.24777,1082,229,3,44,0,1,0,1,0,0,205,2048,20,195,202,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,175,34,167,2,8,0.050444,dos,DoS attack
22622.26103,1084,86,2,44,1,0,1,0,0,0,153,2048,20,52,35897,64,128,6,2,5,54849,53,314293538,0,32,2,64240,1,0,0,0,0,0,2,8,0.013264,dos,DoS attack
22622.35018,1086,230,3,44,0,1,0,1,0,0,206,2048,20,196,203,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,176,36,168,2,8,0.089151,dos,DoS attack
22622.44512,1088,26,0,60,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0.094934,dos,DoS attack
22622.45228,1090,230,3,44,0,1,0,1,0,0,207,2048,20,196,204,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,176,35,168,2,8,0.007163,dos,DoS attack
22622.45229,1091,230,3,44,0,1,0,1,0,0,207,2048,20,196,204,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,176,35,168,2,8,1.20E-05,dos,DoS attack
22622.45263,1092,230,3,44,0,1,0,1,0,0,207,2048,20,196,204,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,176,35,168,2,8,0.00034,dos,DoS attack
22622.45314,1093,230,3,44,0,1,0,1,0,0,207,2048,20,196,204,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,176,35,168,2,8,0.00051,dos,DoS attack
22622.45383,1094,230,3,44,0,1,0,1,0,0,207,2048,20,196,204,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,176,35,168,2,8,0.000686,dos,DoS attack
22622.45423,1095,230,3,44,0,1,0,1,0,0,207,2048,20,196,204,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,176,35,168,2,8,0.000399,dos,DoS attack
22622.45669,1096,230,3,320,0,1,0,1,0,0,207,2048,20,196,204,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,176,35,168,2,8,0.002459,dos,DoS attack
22622.4592,1097,230,3,320,0,1,0,1,0,0,207,2048,20,196,204,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,176,35,168,2,8,0.002513,dos,DoS attack
22622.4616,1098,230,3,320,0,1,0,1,0,0,207,2048,20,196,204,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,176,35,168,2,8,0.0024,dos,DoS attack
22622.46739,1100,86,2,44,1,0,1,0,0,0,154,2048,20,52,35898,64,128,6,2,5,55253,53,4175227559,0,32,2,64240,1,0,0,0,0,0,2,8,0.005791,dos,DoS attack
22622.54751,1102,26,0,60,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0.080119,dos,DoS attack
22625.61957,1114,26,0,60,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,3.072064,dos,DoS attack
22625.71596,1116,232,3,44,0,1,0,1,0,0,244,2048,20,198,241,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,178,53,170,2,8,0.096389,dos,DoS attack
22625.72201,1117,26,0,60,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0.006048,dos,DoS attack
22625.81797,1119,232,3,44,0,1,0,1,0,0,245,2048,20,198,242,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,178,52,170,2,8,0.095964,dos,DoS attack
22625.82429,1121,26,0,60,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0.006318,dos,DoS attack
22625.84494,1123,86,2,44,1,0,1,0,0,0,162,2048,20,52,59322,64,128,6,2,4,49548,53,1057710353,0,32,2,64240,1,0,0,0,0,0,2,8,0.020646,dos,DoS attack
22625.92005,1125,234,3,44,0,1,0,1,0,0,246,2048,20,200,243,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,180,50,172,2,8,0.075113,dos,DoS attack
22625.92667,1127,26,0,60,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0.006616,dos,DoS attack
22625.97076,1129,234,3,44,0,1,0,1,0,0,247,2048,20,200,244,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,180,51,172,2,8,0.044095,dos,DoS attack
22626.0293,1131,26,0,60,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0.058542,dos,DoS attack
22626.0726,1133,232,3,44,0,1,0,1,0,0,248,2048,20,198,245,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,178,49,170,2,8,0.043292,dos,DoS attack
22626.08082,1135,86,2,44,1,0,1,0,0,0,163,2048,20,52,59323,64,128,6,2,4,55304,53,2180586836,0,32,2,64240,1,0,0,0,0,0,2,8,0.008229,dos,DoS attack
22629.18343,1163,229,3,44,0,1,0,1,0,0,286,2048,20,195,282,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,175,43,167,2,8,3.102609,dos,DoS attack
22629.23453,1165,75,3,44,0,1,0,1,0,0,287,2048,20,41,283,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8899,21,104,13,2,8,0.051095,dos,DoS attack
22629.28567,1167,229,3,44,0,1,0,1,0,0,288,2048,20,195,284,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,175,44,167,2,8,0.051143,dos,DoS attack
22629.30579,1169,26,0,60,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0.02012,dos,DoS attack
22629.38792,1171,229,3,44,0,1,0,1,0,0,289,2048,20,195,285,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,175,45,167,2,8,0.082127,dos,DoS attack
22629.40822,1173,26,0,60,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0.020301,dos,DoS attack
22629.43844,1175,74,3,44,0,1,0,1,0,0,290,2048,20,40,286,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8899,20,99,12,2,8,0.030219,dos,DoS attack
22629.43866,1176,74,3,44,0,1,0,1,0,0,290,2048,20,40,286,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8899,20,99,12,2,8,0.000221,dos,DoS attack
22629.43896,1177,74,3,44,0,1,0,1,0,0,290,2048,20,40,286,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8899,20,99,12,2,8,0.000298,dos,DoS attack
22629.43968,1178,74,3,44,0,1,0,1,0,0,290,2048,20,40,286,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8899,20,99,12,2,8,0.000726,dos,DoS attack
22629.48981,1180,228,3,44,0,1,0,1,0,0,291,2048,20,194,287,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,174,47,166,2,8,0.050122,dos,DoS attack
22629.48984,1181,228,3,44,0,1,0,1,0,0,291,2048,20,194,287,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,174,47,166,2,8,3.40E-05,dos,DoS attack
22629.49024,1182,228,3,44,0,1,0,1,0,0,291,2048,20,194,287,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,174,47,166,2,8,0.000397,dos,DoS attack
22629.51061,1184,26,0,60,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0.020377,dos,DoS attack
22629.59189,1186,228,3,44,0,1,0,1,0,0,292,2048,20,194,288,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,174,46,166,2,8,0.081272,dos,DoS attack
22629.61304,1188,26,0,60,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0.021151,dos,DoS attack
22631.60989,1198,26,0,314,0,1,0,1,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.996858,dos,DoS attack
22631.61411,1199,26,0,314,1,0,1,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.004212,dos,DoS attack
22631.61707,1200,26,0,314,0,1,0,1,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.002965,dos,DoS attack
22631.619,1201,26,0,314,1,0,1,0,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.001925,dos,DoS attack
22631.6219,1202,26,0,314,0,1,0,1,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.002902,dos,DoS attack
22631.62425,1203,26,0,314,1,0,1,0,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.002353,dos,DoS attack
22631.62845,1204,26,0,314,0,1,0,1,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.004197,dos,DoS attack
22631.62955,1205,26,0,314,1,0,1,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.001105,dos,DoS attack
22631.63291,1206,26,0,314,0,1,0,1,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.003356,dos,DoS attack
22631.63504,1207,26,0,314,1,0,1,0,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.002132,dos,DoS attack
22631.63954,1208,26,0,314,0,1,0,1,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.004501,dos,DoS attack
22631.64374,1209,26,0,314,1,0,1,0,0,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.0042,dos,DoS attack
22631.64432,1210,26,0,314,0,1,0,1,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.000573,dos,DoS attack
22631.64589,1211,26,0,314,1,0,1,0,0,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.001579,dos,DoS attack
22631.64938,1212,26,0,314,0,1,0,1,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.003487,dos,DoS attack
22631.65133,1213,26,0,314,1,0,1,0,0,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.001946,dos,DoS attack
22631.65468,1214,26,0,314,0,1,0,1,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.003349,dos,DoS attack
22631.65746,1215,26,0,314,1,0,1,0,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.002785,dos,DoS attack
22631.6601,1216,26,0,314,0,1,0,1,0,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.002641,dos,DoS attack
22631.66251,1217,26,0,314,1,0,1,0,0,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.002405,dos,DoS attack
22631.66561,1218,26,0,314,0,1,0,1,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.003104,dos,DoS attack
22631.66777,1219,26,0,314,1,0,1,0,0,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.002158,dos,DoS attack
22631.67103,1220,26,0,314,0,1,0,1,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.003256,dos,DoS attack
22631.67321,1221,26,0,314,1,0,1,0,0,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.002182,dos,DoS attack
